brand,all_vegan,partial_vegan,bad_parent_company,black_owned,ulta,sephora,beauty_bay,cult_beauty,nordstrom
meow meow tweet,True,False,False,False,0,0,0,0,0
metamour skin care,True,False,False,False,0,0,0,0,0
method,True,False,True,False,0,0,0,0,0
mi-me,False,False,False,False,0,0,0,0,0
michael lorin reed,True,False,False,False,0,0,0,0,0
michael todd,False,False,False,False,1,0,0,0,0
milani,False,True,False,False,1,0,1,0,0
milk makeup,True,False,False,False,0,1,0,1,0
mineral fusion,False,False,False,False,0,0,0,0,0
mineral hygienics,False,False,False,False,0,0,0,0,0
mirenesse,False,False,False,False,0,0,0,0,0
mocha whip,True,False,False,True,0,0,0,0,0
modelco,False,False,False,False,0,0,0,0,0
modern minerals,True,False,False,False,0,0,0,0,0
molton brown,False,False,False,False,0,0,0,0,0
moon juice,False,False,False,False,0,1,0,1,1
moon luv,True,False,False,False,0,0,0,0,0
moroccanoil,False,False,False,False,0,0,0,0,1
mountain rose herbs,False,False,False,False,0,0,0,0,0
mrs. meyer’s clean day,False,False,True,False,0,0,0,0,0
mullein & sparrow,False,False,False,False,0,0,0,0,0
murad,False,False,True,False,1,1,0,0,1
my daughter fragrances,False,False,False,False,0,0,0,0,0
my konjac sponge,True,False,False,False,0,0,0,0,0
my pretty zombie,False,False,False,False,0,0,0,0,0
mychelle dermaceuticals,False,False,False,False,1,0,0,0,0
nabla,False,False,False,False,1,0,1,0,0
ncla,True,False,False,False,0,0,0,1,1
ncla beauty,True,False,False,False,0,0,0,0,0
niod,False,False,True,False,0,0,0,0,0
niu body,True,False,False,False,0,0,0,0,0
note cosmetics,False,False,False,False,0,0,0,0,0
nvey eco,False,False,False,False,0,0,0,0,0
nyl,True,False,False,False,0,0,0,0,0
nyx,False,True,True,False,1,0,0,1,0
nad’s natural,False,False,False,False,1,0,0,0,0
nanshy,True,False,False,False,0,0,1,0,0
napoleon perdis,False,False,False,False,0,0,0,0,0
nash + pino,True,False,False,True,0,0,0,0,0
natio,False,False,False,False,0,0,0,0,0
natracare,True,False,False,False,0,0,0,0,0
natura,False,False,False,False,0,0,0,0,0
natural glow sunless tanning,False,False,False,False,0,0,0,0,0
natural scentzations,True,False,False,False,0,0,0,0,0
nature’s gate,True,False,False,False,0,0,0,0,0
naturopathica,False,False,False,False,0,0,0,0,0
neal’s yard remedies,False,False,False,False,0,0,0,0,0
necromancy cosmetica,True,False,False,False,0,0,0,0,0
nelson naturals,True,False,False,False,0,0,0,0,0
nick chavez beverly hills,False,False,False,False,0,0,0,0,0
nicole granato,False,False,False,False,0,0,0,0,0
no miss,False,False,False,False,0,0,0,0,0
nomad cosmetics,False,False,False,False,0,0,0,0,0
nonie of beverly hills,True,False,False,False,0,0,0,0,0
nordic naturals,False,False,False,False,0,0,0,0,0
north coast organics,True,False,False,False,0,0,0,0,0
not a sponge,True,False,False,False,0,0,0,0,0
noughty,True,False,False,False,0,0,0,0,0
nourish organic,False,False,False,False,0,0,0,0,0
now foods/now products,False,False,False,False,0,0,0,0,0
nume,False,False,False,False,0,0,1,0,0
nude & noir cosmetics,True,False,False,False,0,0,0,0,0
nue makeup,False,False,False,True,0,0,0,0,0
nui,False,False,False,False,0,0,0,0,0
nurture my body,False,False,False,False,0,0,0,0,0
nzuri organics,False,False,False,False,0,0,0,0,0
o.r.g. skincare,False,False,False,False,0,0,0,0,0
ofra cosmetics,True,False,False,False,1,0,1,0,0
one seed,True,False,False,False,0,0,0,0,0
onne,True,False,False,False,0,0,0,0,0
ooo polish (triple o polish),True,False,False,True,0,0,0,0,0
opv beauty,False,False,False,True,0,0,0,0,0
orgaid,False,False,False,False,0,0,0,0,0
orly,True,False,False,False,1,0,0,0,0
osea,True,False,False,False,1,0,0,0,0
osea malibu,True,False,False,False,0,0,0,0,0
ouai,False,False,True,False,1,1,0,0,0
odylique,False,False,False,False,0,0,0,0,0
ole henriksen,False,False,False,False,0,1,0,0,0
omcali,False,False,False,False,0,0,0,0,0
omolewa cosmetics,False,False,False,True,0,0,0,0,0
one love organics,False,False,False,False,0,0,0,0,0
onesta,False,False,False,False,0,0,0,0,0
orchard view naturals (ov naturals),True,False,False,False,0,0,0,0,0
"ordinary, the",True,False,True,False,1,1,1,1,0
organic bath co,False,False,False,True,0,0,0,0,0
"organic skin co., the",False,False,False,False,0,0,0,0,0
original human co,True,False,False,False,0,0,0,0,0
oui the people,False,False,False,True,0,0,0,0,0
out of africa,False,False,False,False,0,0,0,0,0
overall beauty minerals,True,False,False,False,0,0,0,0,0
own beauty,True,False,False,False,0,0,0,0,0
oxalis apothecary,False,False,False,False,0,0,0,0,0
pop beauty,False,False,False,False,0,0,0,0,0
pur cosmetics,False,True,False,False,1,0,1,0,0
pyt beauty,False,False,False,False,1,0,0,0,0
pacifica,True,False,False,False,1,0,0,0,0
pai skincare,True,False,False,False,0,0,0,0,0
palate polish,True,False,False,False,0,0,0,0,0
pangea organics,False,False,False,False,0,0,0,0,0
parasilk,True,False,False,False,0,0,0,0,0
parissa,False,False,False,False,1,0,0,0,0
patchology,False,True,False,False,1,0,0,1,0
paul mitchell,False,False,False,False,1,0,0,0,0
paula’s choice,False,False,True,False,0,1,0,1,1
peacci,True,False,False,False,0,0,0,0,0
peace out,False,False,False,False,0,1,0,0,0
peach & lily,False,False,False,False,0,0,0,0,0
peach slices,False,False,False,False,0,0,0,0,0
pear nova,True,False,False,True,0,0,0,0,0
pearlbar,True,False,False,False,0,0,0,0,0
pelle beauty,True,False,False,False,0,0,0,0,0
peony cosmetics,False,False,False,False,0,0,0,0,0
people of color beauty,True,False,False,True,0,0,0,0,0
perfekt,False,False,False,False,0,1,0,0,0
perricone md,False,False,False,False,1,1,0,1,1
personna (shaving razors),False,False,False,False,0,0,0,0,0
petal fresh,False,False,False,False,0,0,0,0,0
phytovitamins,True,False,False,False,0,0,0,0,0
piggy paint,False,False,False,False,0,0,0,0,0
piggy polish,False,False,False,False,0,0,0,0,0
pinrose,True,False,False,False,1,0,0,0,1
piperwai natural deodorant,True,False,False,False,0,0,0,0,0
pirouette professionals,True,False,False,False,0,0,0,0,0
pixi,False,True,False,False,0,0,0,1,0
pixi beauty,False,False,False,False,1,1,0,0,0
plaine products,True,False,False,False,0,0,0,0,0
plant apothecary,True,False,False,False,1,0,0,0,0
plant therapy,False,False,False,False,0,0,0,0,0
plantioxidants,True,False,False,False,0,0,0,0,0
plantlife,False,False,False,False,0,0,0,0,0
plume science,False,False,False,False,0,0,0,0,0
possets perfume,True,False,False,False,0,0,0,0,0
practk,False,False,False,False,0,0,0,0,0
precious skin elixirs,False,False,False,False,0,0,0,0,0
preserve,True,False,False,False,0,0,0,0,0
previse,False,False,False,False,0,0,0,0,0
primark,False,False,False,False,0,0,0,0,0
priti nyc,True,False,False,False,0,0,0,0,0
profusion cosmetics,False,False,False,False,0,0,0,0,0
promise organic,False,False,False,False,0,0,0,0,0
prospector co.,False,False,False,False,0,0,0,0,0
pur home clean,False,False,False,True,0,0,0,0,0
puracy,True,False,False,False,0,0,0,0,0
pure chimp,True,False,False,False,0,0,0,0,0
pureology,True,False,True,False,1,1,0,1,0
puristry,True,False,False,False,0,0,0,0,0
"püre collection, the",False,False,False,False,0,0,0,0,0
qualerex beauty,False,False,False,False,0,0,0,0,0
r + co (r and co),True,False,False,False,0,0,0,0,0
r.l. linden & co,False,False,False,False,0,0,0,0,0
rcma,False,False,False,False,0,0,1,0,0
rcma makeup,False,False,False,False,0,0,0,0,0
ren skincare,False,False,True,False,0,0,0,1,1
rescue,False,False,False,False,0,0,0,0,0
rms beauty,False,False,False,False,0,1,1,1,1
rare el’ements,False,False,False,False,0,0,0,0,0
raw sugar living,False,False,False,False,0,0,0,0,0
real purity,False,False,False,False,0,0,0,0,0
real simple clean,False,False,False,False,0,0,0,0,0
real techniques,False,False,False,False,1,0,0,0,0
red apple lipstick,True,False,False,False,0,0,0,0,0
reficis,True,False,False,False,0,0,0,0,0
relogy,True,False,False,False,0,0,0,0,0
remilia hair,False,False,False,False,0,0,0,0,0
replere,True,False,False,False,0,0,0,0,0
reverie,True,False,False,False,0,1,0,0,0
revivalabs,False,False,False,False,0,0,0,0,0
revolution beauty,False,False,False,False,0,0,0,0,0
revolution pro,False,False,False,False,1,0,0,0,0
revolution skin,False,False,False,False,1,0,0,0,0
riki loves riki,False,False,False,False,1,0,0,0,0
rilastil,True,False,False,False,0,0,0,0,0
rise & shine naturals,False,False,False,False,0,0,0,0,0
rituel de fille,False,False,False,False,1,0,0,1,0
root,True,False,False,False,0,0,0,0,0
root science,True,False,False,False,0,0,0,0,0
rosebud company,False,False,False,False,0,0,0,0,0
rosebud perfume co.,False,False,False,False,1,1,0,0,0
rosemira organics,False,False,False,False,0,0,0,0,0
rouge bunny rouge,False,False,False,False,0,0,0,0,0
ruba beauty,False,False,False,True,0,0,0,0,0
ruby white tips,False,False,False,False,0,0,0,0,0
s.w.basics,False,False,False,False,0,0,0,0,0
simkha,True,False,False,True,0,0,0,0,0
sircuit skin/sircuit cosmeceuticals,False,False,False,False,0,0,0,0,0
sol body,True,False,False,False,0,0,0,0,0
sophi by piggy paint,False,False,False,False,0,0,0,0,0
sugarloom cosmetics,True,False,False,False,0,0,0,0,0
sula nyc,False,False,False,True,0,0,0,0,0
svelta tan,True,False,False,False,0,0,0,0,0
sabreen cosmetics,True,False,False,True,0,0,0,0,0
sahajan,False,False,False,False,0,0,0,0,0
saje natural wellness,False,False,False,False,0,0,0,0,0
san francisco salt co,False,False,False,False,0,0,0,0,0
sante natural cosmetics,False,False,True,False,0,0,0,0,0
sanzi performance organics,True,False,False,False,0,0,0,0,0
sappo hill soapworks,True,False,False,False,0,0,0,0,0
saturated colour,False,False,False,False,0,0,0,0,0
saya skincare,False,False,False,False,0,0,0,0,0
schmidt’s naturals,True,False,True,False,1,0,0,0,0
sespring skin,True,False,False,False,0,0,0,0,0
seed phytonutrients,False,False,True,False,1,0,0,0,0
sensible organics,False,False,False,False,0,0,0,0,0
september rose co,True,False,False,True,0,0,0,0,0
seriously fab,True,False,False,False,0,0,0,0,0
seventh generation,False,False,True,False,0,0,0,0,0
shanel cosmetics,False,False,False,True,0,0,0,0,0
shay & blue london,True,False,False,False,0,0,0,0,0
shea moisture,False,False,True,False,1,0,0,0,0
shikai,False,False,False,False,0,0,0,0,0
shimirose,True,False,False,True,0,0,0,0,0
sibu beauty,False,False,False,False,0,0,0,0,0
sienna x,False,False,False,False,0,0,0,0,0
sienna byron bay,True,False,False,False,0,0,0,0,0
sigma,False,False,False,False,0,0,0,1,0
sigma beauty,False,False,False,False,0,0,1,0,1
silk naturals,False,False,False,False,0,0,0,0,0
similisan,False,False,False,False,0,0,0,0,0
simple sugars,False,False,False,False,0,0,0,0,0
simplicité skin care,True,False,False,False,0,0,0,0,0
sir richards,True,False,False,False,0,0,0,0,0
skandinavisk,True,False,False,False,0,0,0,0,0
skin actives scientific,False,False,False,False,0,0,0,0,0
skin deva,True,False,False,False,0,0,0,0,0
skin dressing,True,False,False,False,0,0,0,0,0
skinowl,True,False,False,False,0,0,0,1,0
skinchantment,True,False,False,False,0,0,0,0,0
sky organics,False,False,False,False,0,0,0,0,0
skylar,True,False,False,False,0,1,0,0,0
smashbox,False,True,True,False,1,1,0,0,1
snapwhite,True,False,False,False,0,0,0,0,0
"soap market, the",True,False,False,False,0,0,0,0,0
soapbox soaps,False,False,False,False,0,0,0,0,0
soapwalla,False,False,False,False,0,0,0,0,0
soapylayne,True,False,False,False,0,0,0,0,0
socialeyes lashes,True,False,False,False,0,0,0,0,0
soffli,True,False,False,False,0,0,0,0,0
sol de janeiro,False,True,True,False,0,1,0,1,0
sonia kashuk,False,False,False,False,0,0,0,0,0
soultice spa,True,False,False,False,0,0,0,0,0
sparitual,True,False,False,False,0,0,0,0,0
spectrum collections,True,False,False,False,0,0,0,0,0
sphynx,True,False,False,False,0,0,0,0,0
sprout skincare,False,False,False,False,0,0,0,0,0
spruce & co,False,False,False,False,0,0,0,0,0
st. tropica,True,False,False,False,0,0,0,0,0
starlooks,False,False,False,False,0,0,0,0,0
starrily,True,False,False,False,0,0,0,0,0
stila,False,False,False,False,1,1,1,1,1
stinkbug naturals,False,False,False,False,0,0,0,0,0
strivectin,False,False,False,False,1,0,0,0,1
strobe cosmetics,True,False,False,False,0,0,0,0,0
styli-style cosmetics,False,False,False,False,0,0,0,0,0
sugar & oats,True,False,False,False,0,0,0,0,0
sugar rush by tarte,True,False,True,False,1,0,0,0,0
sugarpill,False,False,False,False,0,0,1,0,0
sun and earth,True,False,False,False,0,0,0,0,0
sunday riley,False,False,False,False,1,1,0,1,1
suntegrity,True,False,False,False,0,0,0,0,0
supa herbal greens,True,False,False,False,0,0,0,0,0
superdrug,False,False,False,False,0,0,0,0,0
supergoop!,False,False,False,False,0,1,0,1,1
sweat cosmetics,True,False,False,False,0,0,0,0,0
sweet anthem perfumes,True,False,False,False,0,0,0,0,0
sweet chef,True,False,False,False,0,0,0,0,0
swisspers,False,False,False,False,0,0,0,0,0
t3,False,False,False,False,1,1,1,0,1
tay skincare,False,False,False,False,0,0,0,0,0
tresemmé,False,False,True,False,1,0,0,0,0
tangle teezer,False,False,False,False,0,0,0,0,0
tarte,False,True,True,False,1,1,0,0,0
tata harper,False,True,False,False,0,1,0,1,1
tatcha,False,False,True,False,0,1,0,0,0
teadora,True,False,False,False,0,0,0,0,0
terre mere cosmetics,True,False,False,False,0,0,0,0,0
thera wise,True,False,False,False,0,0,0,0,0
therabreath,False,False,False,False,0,0,0,0,0
thesis,True,False,False,False,0,0,0,0,0
three main,False,False,False,False,0,0,0,0,0
three ships beautypai,False,False,False,False,0,0,0,0,0
thrive causemetics,True,False,False,False,0,0,0,0,0
tiki bar soap,False,False,False,False,0,0,0,0,0
ton cosmetics,True,False,False,False,0,0,0,0,0
tomoe kobo,False,False,False,False,0,0,0,0,0
tom’s of maine,False,False,True,False,0,0,0,0,0
too faced,False,True,True,False,1,1,0,1,1
topix pharmaceuticals,False,False,False,False,0,0,0,0,0
topshop,False,False,False,False,0,0,0,0,0
tower 28,True,False,False,False,0,0,0,0,0
trader joe’s brand,False,False,False,False,0,0,0,0,0
tree hut,False,False,False,False,1,0,0,0,0
tres pure,False,False,False,False,0,0,0,0,0
triumph & disaster,False,False,False,False,0,0,0,0,0
tropic skincare,True,False,False,False,0,0,0,0,0
truself organics,False,False,False,False,0,0,0,0,0
true moringa,True,False,False,False,0,0,0,0,0
true natural,False,False,False,False,0,0,0,0,0
trufora,True,False,False,False,0,0,0,0,0
trust fund beauty,True,False,False,False,0,0,0,0,0
typology,True,False,False,False,0,0,0,0,0
ulta,False,False,False,False,1,0,0,0,0
urb apothecary,False,False,False,False,0,0,0,0,0
ulta collection,False,False,False,False,0,0,0,0,0
ultrasun,False,False,False,False,0,0,0,0,0
uma oils,True,False,False,False,0,0,0,1,0
unfiltered by raw sugar,False,False,False,False,0,0,0,0,0
unsun cosmetics,False,False,False,True,0,0,0,0,0
uoga uoga,False,False,False,False,0,0,0,0,0
uoma beauty,False,False,False,True,1,0,0,1,0
urban decay,False,True,True,False,1,1,0,1,1
urban veda,True,False,False,False,1,0,0,0,0
ursa major,False,False,False,False,1,0,0,0,0
virginic,True,False,False,False,0,0,0,0,0
volante skincare,False,False,False,False,0,0,0,0,0
vanity planet,False,False,False,False,0,0,0,0,0
vapour organic beauty,False,False,False,False,0,0,0,0,0
velvet 59,True,False,False,False,0,0,0,0,0
verdant botanicals,True,False,False,False,0,0,0,0,0
versed,True,False,False,False,0,0,0,0,0
"vintage cosmetic company, the",False,False,False,False,1,0,0,0,0
vitacare,False,False,False,False,0,0,0,0,0
voilave,False,False,False,False,0,0,0,0,0
volition beauty,False,False,False,False,0,1,0,1,0
w.s. badger,False,False,False,False,0,0,0,0,0
w3ll people,False,False,False,False,0,0,0,0,0
wlkdkat,True,False,False,False,0,0,0,0,0
wabi-sabi botanicals,True,False,False,False,0,0,0,0,0
waitrose,False,False,False,False,0,0,0,0,0
wander beauty,False,False,False,False,0,1,0,1,1
we love eyes,True,False,False,False,0,0,0,0,0
weleda,False,False,False,False,0,0,0,0,0
"well organics, the",False,False,False,False,0,0,0,0,0
well scent,True,False,False,False,0,0,0,0,0
wellness prioritized,True,False,False,False,0,0,0,0,0
wen by chaz dean,False,False,False,False,0,0,0,0,0
whole foods brand/365,False,False,False,False,0,0,0,0,0
wildmint cosmetics,True,False,False,False,0,0,0,0,0
wrenn,True,False,False,False,0,0,0,0,0
xx revolution,False,False,False,False,1,0,0,0,0
xenca,False,False,False,False,0,0,0,0,0
xyrena,True,False,False,False,0,0,0,0,0
yasou natural skin care,False,False,False,False,0,0,0,0,0
yllo scrub,True,False,False,False,0,0,0,0,0
yaby cosmetics,False,False,False,False,0,0,0,0,0
yarok,False,False,False,False,0,0,0,0,0
yes to,False,False,False,False,1,0,1,0,0
yorba organics,False,False,False,False,0,0,0,0,0
youngblood mineral cosmetics,False,False,False,False,0,0,0,0,0
youth to the people,True,False,True,False,0,1,0,0,0
yu-be,False,False,False,False,0,0,0,0,0
z natural life,True,False,False,False,0,0,0,0,0
z palette,False,False,False,False,0,0,1,0,0
zak body care/zak detox deodorant,False,False,False,False,0,0,0,0,0
zabana essentials,True,False,False,False,0,0,0,0,0
zaya eco skincare,True,False,False,False,0,0,0,0,0
zoella beauty,False,False,False,False,0,0,0,0,0
zoeva,False,False,False,False,1,1,1,1,0
zoya,False,False,False,False,1,0,0,0,0
zuzu luxe,False,False,False,False,0,0,0,0,0
zurvita,False,False,False,False,0,0,0,0,0
zyderma hs,True,False,False,False,0,0,0,0,0
bare minerals,False,True,True,False,1,1,0,0,1
beautyblender,False,False,False,False,1,1,1,1,1
bkr,False,False,False,False,0,1,0,0,0
butter london,False,False,False,False,0,0,0,0,1
dermageek,True,False,True,False,0,0,0,0,0
overtone,True,False,False,False,0,0,0,0,0
picture polish,False,False,False,False,0,0,0,0,0
skyn iceland,True,False,False,False,1,0,0,1,0
thebalm (the balm),False,False,False,False,0,0,1,0,0
washbeautyco. by maskeraide,True,False,False,False,0,0,0,0,0
